Name,Price,Reviews,URL,Price_Segment,Est_Revenue
SEALIGHT S6-H7 Pair Car LED Headlight Bulbs 30W 3000LM 6500K High Power Canbus Super Bright 5530 LED Chips IP68 Waterproof - H7,15.94,0.0,https://www.banggood.com/SEALIGHT-S6-H7-Pair-Car-LED-Headlight-Bulbs-30W-3000LM-6500K-High-Power-Canbus-Super-Bright-5530-LED-Chips-IP68-Waterproof-p-2022946.html?rmmds=AutomobilesFlashDeals,Low Budget,0.0
"9"" 2 Din 1+16G Android 8 Car Stereo Radio IPS 2.5D Touch Screen MP5 Player GPS WIFI FM - without Camera Without Carplay",56.51,0.0,https://www.banggood.com/9-inch-2-Din-1+16G-Android-8-Car-Stereo-Radio-IPS-2_5D-Touch-Screen-MP5-Player-GPS-WIFI-FM-p-2009508.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=5582556325927,Mid Range,0.0
Car Interior Large Capacity Fluffy Faux Leather Storage Organizer Car Seat Back Storage Bag - Black,17.02,1.0,https://www.banggood.com/Car-Interior-Large-Capacity-Fluffy-Faux-Leather-Storage-Organizer-Car-Seat-Back-Storage-Bag-p-1994580.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6287830,Low Budget,17.02
75mm/90mm 1m Heater Duct Hose Hot Cold Air Heater Ducting Aluminum Foil For Webasto Eberspacher Air Diesel Parking Heater - 75mm,6.96,0.0,https://www.banggood.com/75mm-or-90mm-1m-Heater-Duct-Hose-Hot-Cold-Air-Heater-Ducting-Aluminum-Foil-For-Webasto-Eberspacher-Air-Diesel-Parking-Heater-p-2042552.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=6310924,Low Budget,0.0
2 Inch IPS Screen Car Dash Cam 3-Channel Driving Recorder G-sensor Loop Recording Parking Monitoring - without card,23.22,8.0,https://www.banggood.com/2-Inch-IPS-Screen-Car-Dash-Cam-3-Channel-Driving-Recorder-G-sensor-Loop-Recording-Parking-Monitoring-p-2017590.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6302920,Low Budget,185.76
"NightEye Auto Lighting A315-S4 2PCS Car LED Headlight Bulb 15,000LM/PAIR LED Front Headlamp 6500K White IP68 Waterproof - H11",15.48,7.0,"https://www.banggood.com/NightEye-Auto-Lighting-A315-S4-2PCS-Car-LED-Headlight-Bulb-15,000LM-or-PAIR-LED-Front-Headlamp-6500K-White-IP68-Waterproof-p-1996782.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=518371",Low Budget,108.36
Car Door Handle For Elderly Car Handle Assist Seniors Portable Vehicle Support Handle Easy Sit To Stand Assistance Handicapped Car Door Latch Handle - Blue,8.51,1.0,https://www.banggood.com/Car-Door-Handle-For-Elderly-Car-Handle-Assist-Seniors-Portable-Vehicle-Support-Handle-Easy-Sit-To-Stand-Assistance-Handicapped-Car-Door-Latch-Handle-p-2032586.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6287832,Low Budget,8.51
Tire Inflator Portable Air Compressor 150PSI Cordless Air Pump with LCD Dual Screen Suitable for Car Inflator,22.06,535.0,https://www.banggood.com/Tire-Inflator-Portable-Air-Compressor-150PSI-Cordless-Air-Pump-with-LCD-Dual-Screen-Suitable-for-Car-Inflator-p-1981526.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=0,Low Budget,11802.099999999999
3 inch Inlet/Outlet Catalytic Converter Universal High Flow Stainless Steel,27.86,0.0,https://www.banggood.com/3-inch-Inlet-or-Outlet-Catalytic-Converter-Universal-High-Flow-Stainless-Steel-p-1999627.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=0,Low Budget,0.0
4.3-inch Car LCD Monitor High-Resolution Display Auto-Switching AV Input for Car Screen - Black,11.6,1.0,https://www.banggood.com/4_3-inch-Car-LCD-Monitor-High-Resolution-Display-Auto-Switching-AV-Input-for-Car-Screen-p-2038646.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=6287830,Low Budget,11.6
"Bluetooth Speaker for Car, Handsfree Bluetooth Speaker Phone for Cell Phone Car Kit, AUTO Power ON Off Support Siri Voice Assistant, Wireless Kit with Visor Clip - Black",23.22,0.0,"https://www.banggood.com/Bluetooth-Speaker-for-Car,Handsfree-Bluetooth-Speaker-Phone-for-Cell-Phone-Car-Kit,AUTO-Power-ON-Off-Support-Siri-Voice-Assistant,Wireless-Kit-with-Visor-Clip-p-2032483.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6287830",Low Budget,0.0
KONNWEI KW890 3in1 OBD2 12V Automotive Fault Diagnosis Scanner Instrument Battery Tester Oil Sevice Light Reset for Lead Acid Car SUV Light Truck,51.09,6.0,https://www.banggood.com/KONNWEI-KW890-3in1-OBD2-12V-Automotive-Fault-Diagnosis-Scanner-Instrument-Battery-Tester-Oil-Sevice-Light-Reset-for-Lead-Acid-Car-SUV-Light-Truck-p-1987541.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=0,Mid Range,306.54
Car Door Edge Guard Strip Car Door Edge Protector 5m Black Universal Anti-Scratch Protective Trim Anti-Scratch Car Door Protector Soundproof Seal Guard Strip Anti-Collision Bottom,7.73,0.0,https://www.banggood.com/Car-Door-Edge-Guard-Strip-Car-Door-Edge-Protector-5m-Black-Universal-Anti-Scratch-Protective-Trim-Anti-Scratch-Car-Door-Protector-Soundproof-Seal-Guard-Strip-Anti-Collision-Bottom-p-2020245.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=0,Low Budget,0.0
Motorcycle USB Charger 30W Type-C PD 18W USB-A Quick Charge 3.0 Waterproof IP65 Nylon Material Handlebar Mount DC 12V-24V - Black,13.93,0.0,https://www.banggood.com/Motorcycle-USB-Charger-30W-Type-C-PD-18W-USB-A-Quick-Charge-3_0-Waterproof-IP65-Nylon-Material-Handlebar-Mount-DC-12V-24V-p-2043909.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6287830,Low Budget,0.0
5200mAh Electric Air Pump Portable Air Pump with Fast Inflating/Deflating Rechargeable Electric Pump with 3 Nozzles for Kids Paddling Pool Swimming Pool Airbed Inflatable Boat - Black,17.8,1.0,https://www.banggood.com/5200mAh-Electric-Air-Pump-Portable-Air-Pump-with-Fast-Inflating-or-Deflating-Rechargeable-Electric-Pump-with-3-Nozzles-for-Kids-Paddling-Pool-Swimming-Pool-Airbed-Inflatable-Boat-p-2016424.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6157193,Low Budget,17.8
600D Oxford Cloth Car Windshield Sunshade Snow Cover with Rearview Mirrors Covers Waterproof Sun Blocking Snowproof - S,20.12,0.0,https://www.banggood.com/600D-Oxford-Cloth-Car-Windshield-Sunshade-Snow-Cover-with-Rearview-Mirrors-Covers-Waterproof-Sun-Blocking-Snowproof-p-2044051.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6287636,Low Budget,0.0
Solar Power TPMS Car Tire Pressure Alarm Monitor System Auto Security External Sensor Tyre Pressure Temperature Warning,23.22,11.0,https://www.banggood.com/Solar-Power-TPMS-Car-Tire-Pressure-Alarm-Monitor-System-Auto-Security-External-Sensor-Tyre-Pressure-Temperature-Warning-p-1994581.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=0,Low Budget,255.42
iMars 7023B 7 Inch 2 DIN Car MP5 Player Stereo Radio FM USB AUX HD bluetooth Touch Screen Support Rear Camera,25.54,1677.0,https://www.banggood.com/IMars-7023B-7-Inch-2-DIN-Car-MP5-Player-Stereo-Radio-FM-USB-AUX-HD-bluetooth-Touch-Screen-Support-Rear-Camera-p-1989826.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Low Budget,42830.58
SEALIGHT S2-H7 LED Car Front Headlight 28000LM Headlamps Hi Low Beam 6500K LED Headlights,12.84,17.0,https://www.banggood.com/SEALIGHT-S2-H7-LED-Car-Front-Headlight-28000LM-Headlamps-Hi-Low-Beam-6500K-LED-Headlights-p-2008374.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Low Budget,218.28
Portable Car MP5 Player Wireless CarPlay Android Auto 10.26 Inch HD IPS Display Bluetooth WiFi Rear View Support Easy Installation USB Connectivity - without Camera,44.89,0.0,https://www.banggood.com/Portable-Car-MP5-Player-Wireless-CarPlay-Android-Auto-10_26-Inch-HD-IPS-Display-Bluetooth-WiFi-Rear-View-Support-Easy-Installation-USB-Connectivity-p-2044103.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=6323502,Low Budget,0.0
7 Inch Touch Screen Car MP5 Player With Dash Cam AHD Portable Stereo Radio Wireless Carplay Monitor Android Auto BT FM Multimedia - H05A,23.22,0.0,https://www.banggood.com/7-Inch-Touch-Screen-Car-MP5-Player-With-Dash-Cam-AHD-Portable-Stereo-Radio-Wireless-Carplay-Monitor-Android-Auto-BT-FM-Multimedia-p-2019159.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=514829,Low Budget,0.0
Andeman 4000A 150PSI 11200mAh Portable Jump Starter with Air Compressor Function,38.7,1.0,https://www.banggood.com/Andeman-4000A-150PSI-11200mAh-Portable-Jump-Starter-with-Air-Compressor-Function-p-2040699.html?rmmds=AutomobilesFlashDeals&cur_warehouse=CN&ID=0,Low Budget,38.7
NovSight A500-N37 DC9-32V LED Headlight 22000LM LED Car Lights Bulbs 6500K High & Low Beam 120W/Pair Super Bright - H7,38.7,290.0,https://www.banggood.com/NovSight-A500-N37-DC9-32V-LED-Headlight-22000LM-LED-Car-Lights-Bulbs-6500K-High-and-Low-Beam-120W-or-Pair-Super-Bright-p-1993681.html?rmmds=AutomobilesRecommendation&cur_warehouse=CN&ID=517841,Low Budget,11223.0
