Name,Price,Reviews,URL,Price_Segment,Est_Revenue
HXSJ T38 Dual-Mode Wireless Gaming Mouse RGB Lighting Silent Click 6 Buttons Adjustable DPI PAW3065 Sensor Type-C Rechargeable Mice for PC Laptop Computer - Black,8.51,1.0,https://www.banggood.com/HXSJ-T38-Dual-Mode-Wireless-Gaming-Mouse-RGB-Lighting-Silent-Click-6-Buttons-Adjustable-DPI-PAW3065-Sensor-Type-C-Rechargeable-Mice-for-PC-Laptop-Computer-p-2034557.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=6287830,Low Budget,8.51
Baseus 4K@60Hz HD Switch HDMI-Compatible Adapter 2 in 1 HDMI-Compatible Splitter for Xiaomi Mi TV Box PS5 PS Four,11.6,12.0,https://www.banggood.com/Baseus-4K-at-60Hz-HD-Switch-HDMI-Compatible-Adapter-2-in-1-HDMI-Compatible-Splitter-for-Xiaomi-Mi-TV-Box-PS5-PS-Four-p-1991273.html?rmmds=ComputersFlashDeals,Low Budget,139.2
HXSJ L400 Three Mode Wireless Gaming Keyboard 81 Keys Ergonomic RGB Backlight Membrane 2000mAh Battery Gradient Keycaps Gamer Keyboards - Black,25.54,0.0,https://www.banggood.com/HXSJ-L400-Three-Mode-Wireless-Gaming-Keyboard-81-Keys-Ergonomic-RGB-Backlight-Membrane-2000mAh-Battery-Gradient-Keycaps-Gamer-Keyboards-p-2036436.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6287830,Low Budget,0.0
JEYI SK1/SK4 SSD Adapter Card M.2 NVME to PCI-E4.0 X1X4X8X16 40Gbps Expansion Card Compatible with 2230/2242/2260/2280 - SK4,6.96,5.0,https://www.banggood.com/JEYI-SK1-or-SK4-SSD-Adapter-Card-M_2-NVME-to-PCI-E4_0-X1X4X8X16-40Gbps-Expansion-Card-Compatible-with-2230-or-2242-or-2260-or-2280-p-2007623.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6325602,Low Budget,34.8
Baseus Asymmetric Light Source Magnetic Monitor Light Bar Desk Lamp Stepless Touch Dimming USB Hanging Light LED Monitor Light Reading Light for Learning Work - Black,29.41,0.0,https://www.banggood.com/Baseus-Asymmetric-Light-Source-Magnetic-Monitor-Light-Bar-Desk-Lamp-Stepless-Touch-Dimming-USB-Hanging-Light-LED-Monitor-Light-Reading-Light-for-Learning-Work-p-2026260.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=6287830,Low Budget,0.0
HXSJ L68 Three-Mode Wireless Gaming Keyboard with Display Screen and Multimedia Knob 68-keys RGB Light 2000mAh Battery Type-C Rechargeable 2.4G/BT1/BT2 Wireless Membrane Keyboards for PC Laptop Computer - Black,22.44,0.0,https://www.banggood.com/HXSJ-L68-Three-Mode-Wireless-Gaming-Keyboard-with-Display-Screen-and-Multimedia-Knob-68-keys-RGB-Light-2000mAh-Battery-Type-C-Rechargeable-2_4G-or-BT1-or-BT2-Wireless-Membrane-Keyboards-for-PC-Laptop-Computer-p-2037341.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6287830,Low Budget,0.0
[Netfilx Certified]Wanbo Vali 1 Smart Gimbal Projector 200° Rotating 1080P FHD 900 ANSI Lumens Android TV 11 Auto Focus Keystone Correction Home Cinema Entertainment Streaming Player - EU Plug,193.53,9.0,https://www.banggood.com/Wanbo-Vali-1-Smart-Gimbal-Projector-200-Rotating-1080P-FHD-900-ANSI-Lumens-Android-TV-11-Auto-Focus-Keystone-Correction-Home-Cinema-Entertainment-Streaming-Player-p-2036721.html?bid=87080,Premium,1741.77
N3 Laptop Folding Stand 7-Gear Angle Ajustable Lifting Vertical Support Multifunctional Heat Disspation Bracket Foldable - Plastic Stand,11.6,0.0,https://www.banggood.com/N3-Laptop-Folding-Stand-7-Gear-Angle-Ajustable-Lifting-Vertical-Support-Multifunctional-Heat-Disspation-Bracket-Foldable-p-2041927.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6321208,Low Budget,0.0
Microdrive CLASS10 High Speed TF Memory Card 32GB 64GB 128GB 256GB Micro SD Card Flash Card Smart Card for Driving Recorder Phone Camera - 32GB,5.41,113.0,https://www.banggood.com/Microdrive-CLASS10-High-Speed-TF-Memory-Card-32GB-64GB-128GB-256GB-Micro-SD-Card-Flash-Card-Smart-Card-for-Driving-Recorder-Phone-Camera-p-1980989.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=43653,Low Budget,611.33
BlitzWolf®BW-V8 FHD Projector LCD LED Android 11.0 OS 480ANSI Lumens 4D Keystone Correction Dual-5G WIFI 4K Decoding Digital Zoom Mini Portable Projector Outdoor Movie - Only Projector,85.15,83.0,https://www.banggood.com/BlitzWolfBW-V8-FHD-Projector-LCD-LED-Android-11_0-OS-480ANSI-Lumens-4D-Keystone-Correction-Dual-5G-WIFI-4K-Decoding-Digital-Zoom-Mini-Portable-Projector-Outdoor-Movie-p-2012276.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=6325077,Mid Range,7067.450000000001
Bakeey 6-in-1 USB-C Hub Adapter HDMI 4K@30Hz USB3.0 USB-C Docking Station 100W PD Charging SD Reader Witch Splitter for Apple Huawei Laptops Macbook,7.73,158.0,https://www.banggood.com/Bakeey-6-in-1-USB-C-Hub-Adapter-HDMI-4K-at-30Hz-USB3_0-USB-C-Docking-Station-100W-PD-Charging-SD-Reader-Witch-Splitter-for-Apple-Huawei-Laptops-Macbook-p-1986552.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=0,Low Budget,1221.3400000000001
MIXITO D-Buckle 100/120 Inch Portable Projector Screen Outdoor Indoor Movie Screen 170° Wide Viewing Angle Easy Setup 4K Compatible Lightweight for Home Theater Backyard Cinema Parties - 100 inch,17.8,0.0,https://www.banggood.com/MIXITO-D-Buckle-100-or-120-Inch-Portable-Projector-Screen-Outdoor-Indoor-Movie-Screen-170-Wide-Viewing-Angle-Easy-Setup-4K-Compatible-Lightweight-for-Home-Theater-Backyard-Cinema-Parties-p-2037412.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=49677,Low Budget,0.0
Baseus BS-OH194 M.2 NVMe SSD Enclosure Case 10Gbps M.2 to USB Type-C 3.2 Gen2 Metal External Adapter SSD Case,14.7,5.0,https://www.banggood.com/Baseus-BS-OH194-M_2-NVMe-SSD-Enclosure-Case-10Gbps-M_2-to-USB-Type-C-3_2-Gen2-Metal-External-Adapter-SSD-Case-p-2016666.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=0,Low Budget,73.5
ORICO 4-in-1 USB3.2 Hub Splitter Type-C Docking Station XHJ2U2C with USB-A*2 USB-C*2 - 0.5M,17.02,0.0,https://www.banggood.com/ORICO-4-in-1-USB3_2-Hub-Splitter-Type-C-Docking-Station-XHJ2U2C-with-USB-A+2-USB-C+2-p-2017705.html?rmmds=ComputersFlashDeals,Low Budget,0.0
HXSJ T32 2.4G Wireless Vertical Gaming Mouse 1200-4800 DPI Aluminum Side Roller 6 Keys Ergonomic Design Anti Mouse Hand Gamer Mice for PC Laptop Computer - Silver gray,11.6,0.0,https://www.banggood.com/HXSJ-T32-2_4G-Wireless-Vertical-Gaming-Mouse-1200-4800-DPI-Aluminum-Side-Roller-6-Keys-Ergonomic-Design-Anti-Mouse-Hand-Gamer-Mice-for-PC-Laptop-Computer-p-2036440.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6292086,Low Budget,0.0
MCHOSE A7 V2 Ultra Tri-mode Gaming Mouse PAW3950 TI Flagship Sensor 42000DPI TOPSPEED WIRELESS Low Latency Technology Dual 8K Return Rate 500mAh E-sports 2.4G/bluetooth/Wired Mice 59g Lightweight - Black,69.67,0.0,https://www.banggood.com/MCHOSE-A7-V2-Ultra-Tri-mode-Gaming-Mouse-PAW3950-TI-Flagship-Sensor-42000DPI-TOPSPEED-WIRELESS-Low-Latency-Technology-Dual-8K-Return-Rate-500mAh-E-sports-2_4G-or-bluetooth-or-Wired-Mice-59g-Lightweight-p-2044122.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6287830,Mid Range,0.0
BlitzWolf® BW-NEW TH5 10 in 1 USB Hubs with HD 4K@30Hz USB3.0 / USB2.0 / Type-C 2.0 / RJ45 Ethernet / 100W PD Charging / SD TF Card Slots Docking Station for Apple Huawei Laptops Macbook,10.83,259.0,https://www.banggood.com/BlitzWolf-BW-NEW-TH5-10-in-1-USB-Hubs-with-HD-4K-at-30Hz-USB3_0-or-USB2_0-or-Type-C-2_0-or-RJ45-Ethernet-or-100W-PD-Charging-or-SD-TF-Card-Slots-Docking-Station-for-Apple-Huawei-Laptops-Macbook-p-1995235.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=0,Low Budget,2804.97
Lenovo Thinkplus BU100 Type-C & USB3.2 Flash Drive 512GB/256GB/128GB/64GB High Speed Pendrive 360° Rotary Mobile U Disk - 64GB,8.51,3.0,https://www.banggood.com/Lenovo-Thinkplus-BU100-Type-C-and-USB3_2-Flash-Drive-512GB-or-256GB-or-128GB-or-64GB-High-Speed-Pendrive-360-Rotary-Mobile-U-Disk-p-2029082.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=514256,Low Budget,25.53
Foldable Alloy Laptop Stand with RGB Lights Silent 4-Fan Design for Portable Gaming Notebook 11-17.3 Inch - Silver,18.57,1.0,https://www.banggood.com/Foldable-Alloy-Laptop-Stand-with-RGB-Lights-Silent-4-Fan-Design-for-Portable-Gaming-Notebook-11-17_3-Inch-p-2035753.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6287853,Low Budget,18.57
Essager 4 in 1 Type C to USB Hub 4 Ports USB3.2 Gen 2 Portable High Speed Splitter Adapter For Macbook Pro Computer Accessories - 4USB-C,10.83,1.0,https://www.banggood.com/Essager-4-in-1-Type-C-to-USB-Hub-4-Ports-USB3_2-Gen-2-Portable-High-Speed-Splitter-Adapter-For-Macbook-Pro-Computer-Accessories-p-2026516.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6330395,Low Budget,10.83
"Blitzwolf V10 3"" LCD Projector 120-Inch Screen Wireless Cast Screen 5G-WIFI Dual Bluetooth5.1 Electric Focus UP&Down Keystone Correction Home Theater Outdoor Movie Lights Outdoor - US Plug Only Projector",54.18,28.0,https://www.banggood.com/Blitzwolf-V10-3-inch-LCD-Projector-120-Inch-Screen-Wireless-Cast-Screen-5G-WIFI-Dual-Bluetooth5_1-Electric-Focus-UPandDown-Keystone-Correction-Home-Theater-Outdoor-Movie-Lights-Outdoor-p-2023431.html?rmmds=ComputersFlashDeals&cur_warehouse=CN&ID=477576325077,Mid Range,1517.04
GY156SP 15.6inch Dual Screen Portable Gaming Monitor 2560x1440 100% sRGB HDR IPS Type-C/Mini HD/3.5mm AUX Secondary Display Screen with Four Speakers Foldable Monitors for Phone Laptop Game Console Office - 1920*1080,166.44,0.0,https://www.banggood.com/GY156SP-15_6inch-Dual-Screen-Portable-Gaming-Monitor-2560x1440-100-pencent-sRGB-HDR-IPS-Type-C-or-Mini-HD-or-3_5mm-AUX-Secondary-Display-Screen-with-Four-Speakers-Foldable-Monitors-for-Phone-Laptop-Game-Console-Office-p-2023436.html?rmmds=ComputersRecommendation&cur_warehouse=CN&ID=6329519,Premium,0.0
